______________________________________________________ 
|     Chave|     Dados|                          Nome|
|.......767|.........0|..........................Shay|
|.......767|.........0|..........................Shya|
|.......767|.........0|..........................Sway|
|.......767|.........0|..........................Sway|
|.......767|.........0|..........................Siya|
|.......771|.........0|........................Sylvan|
|.......771|.........0|........................Silvan|
|.......771|.........0|........................Silvan|
|.......772|.........0|........................Kaison|
|.......772|.........0|........................Kaison|
|.......772|.........0|......................Kashston|
|.......772|.........0|........................Karson|
|.......772|.........0|........................Kayson|
|.......772|.........0|.......................Khaison|
|.......772|.........0|........................Karson|
|.......772|.........0|......................Kengston|
|.......772|.........0|........................Khyson|
|.......772|.........0|.......................Kadison|
|.......772|.........0|......................Kengston|
|.......772|.........0|......................Kashston|
|.......772|.........0|.......................Koleson|
|.......772|.........0|........................Kolson|
|.......772|.........0|.......................Koleson|
|.......772|.........0|........................Karson|
|.......772|.........0|.......................Koleson|
|.......772|.........0|........................Kyeson|
|.......772|.........0|......................Kashston|
|.......772|.........0|.......................Kohlson|
|.......772|.........0|........................Kayson|
|.......772|.........0|......................Kingston|
|.......775|.........0|........................Oliwia|
|.......782|.........0|..........................Roby|
|.......782|.........0|..........................Ruby|
|.......782|.........0|..........................Roby|
|.......782|.........0|..........................Ruby|
|.......784|.........0|..........................Nils|
|.......784|.........0|........................Melony|
|.......792|.........0|.......................Uchenna|
|.......792|.........0|........................Ugonna|
|.......792|.........0|.......................Uchenna|
|.......797|.........0|.....................Brightynn|
